page_id,slug,platform,source_url,tenant_host,jurisdiction,meeting_body,jurisdiction_confidence,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,gov_classify_bucket
2664,city-of-pueblo-co-city-council-regular-session,granicus,https://pueblo.granicus.com/player/clip/884,pueblo.granicus.com,"City of Pueblo, CO",,validated,us:place:0862000,"Pueblo, CO",municipality,registry,us_places.csv Pueblo city,,pueblo-co,us,CO,pueblo-co,yes,city
2665,hanford-ca-2025-04-15-apr-15-2025-city-council,swagit,https://hanfordca.new.swagit.com/videos/340165,hanfordca.new.swagit.com,"Hanford, CA",,validated,us:place:0631960,"Hanford, CA",municipality,registry,us_places.csv Hanford city,,hanford-ca,us,CA,hanford-ca,no,city
2666,hanover-2026-02-03-school-board-meeting-budget-public-hearing,civicclerk,https://hanovercova.portal.civicclerk.com/event/1595/media,hanovercova.portal.civicclerk.com,Hanover,,validated,us:county:51085,"Hanover County, VA",county,registry,us_counties.csv Hanover County (state from subdomain hanovercova.portal.civicclerk.com),,hanover-county-va,us,VA,hanover,no,city
2667,city-of-houston-jun-30-2025-board-meetings-harris-health-system,swagit,https://harrishealthtx.new.swagit.com/videos/348597,harrishealthtx.new.swagit.com,City of Houston,,validated,,City of Houston,municipality,unresolved,no state for 'City of Houston',,city-of-houston,us,,houston,yes,city
2668,hastings-2025-01-21-city-council-worksession,civicclerk,https://hastingsne.portal.civicclerk.com/event/1407/media,hastingsne.portal.civicclerk.com,Hastings,,validated,us:place:3121415,"Hastings, NE",municipality,registry,us_places.csv Hastings city (state from subdomain hastingsne.portal.civicclerk.com),,hastings-ne,us,NE,hastings,no,city
2669,euless-tx-2026-01-15-jan-15-2026-town-hall-meeting,swagit,https://eulesstx.new.swagit.com/videos/372382,eulesstx.new.swagit.com,"Euless, TX",,validated,us:place:4824768,"Euless, TX",municipality,registry,us_places.csv Euless city,,euless-tx,us,TX,euless-tx,no,city
2670,fair-lawn-nj-2023-08-15-aug-15-2023-borough-council-meeting-archived,swagit,https://fairlawnnj.new.swagit.com/videos/269357,fairlawnnj.new.swagit.com,"Fair Lawn, NJ",,validated,us:place:3422470,"Fair Lawn, NJ",municipality,registry,us_places.csv Fair Lawn borough,,fair-lawn-nj,us,NJ,fair-lawn-nj,no,city
2671,fate-tx-2023-08-07-aug-07-2023-city-council,swagit,https://fatetx.new.swagit.com/videos/268576,fatetx.new.swagit.com,"Fate, TX",,validated,us:place:4825572,"Fate, TX",municipality,registry,us_places.csv Fate city,,fate-tx,us,TX,fate-tx,no,city
2672,gig-harbor-wa-2026-05-19-arts-commission-meeting,civicclerk,https://gigharborwa.portal.civicclerk.com/event/815/media,gigharborwa.portal.civicclerk.com,"Gig Harbor, WA",,validated,us:place:5326735,"Gig Harbor, WA",municipality,registry,us_places.csv Gig Harbor city,,gig-harbor-wa,us,WA,gig-harbor-wa,no,city
2673,gilroy-ca-2026-02-25-civic-center-master-plan-community-meeting,civicclerk,https://gilroyca.portal.civicclerk.com/event/319/media,gilroyca.portal.civicclerk.com,"Gilroy, CA",,validated,us:place:0629504,"Gilroy, CA",municipality,registry,us_places.csv Gilroy city,,gilroy-ca,us,CA,gilroy-ca,no,city
2674,glen-ellyn-il-2020-11-12-plan-commission-meeting,civicclerk,https://glenellynil.portal.civicclerk.com/event/668/media,glenellynil.portal.civicclerk.com,"Glen Ellyn, IL",,validated,us:place:1729756,"Glen Ellyn, IL",municipality,registry,us_places.csv Glen Ellyn village,,glen-ellyn-il,us,IL,glen-ellyn-il,no,city
2675,county-of-napa-ca-2026-02-10-board-of-supervisors-on-2026-02-10-9-00-am,granicus,https://napa.granicus.com/player/clip/5768?meta_id=549991,napa.granicus.com,"County of Napa, CA",,validated,us:county:06055,"Napa County, CA",county,registry,us_counties.csv Napa County,,napa-county-ca,us,CA,county-of-napa-ca,no,county
2676,brentwood-ca-2026-08-25-city-council-special-meeting,escribe,https://pub-brentwood.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=6b76a99f-35c5-4346-9eaa-4cfadca3ad47&lang=English,pub-brentwood.escribemeetings.com,"Brentwood, CA",,validated,us:place:0608142,"Brentwood, CA",municipality,registry,us_places.csv Brentwood city,,brentwood-ca,us,CA,brentwood-ca,no,city
2677,belvedere-ca-2026-07-13-city-council-meeting-july-13-2026,youtube,https://www.cityofbelvedere.org/meetings/city-concil-meeting-july-13-2026,www.cityofbelvedere.org,"Belvedere, CA",,validated,us:place:0605164,"Belvedere, CA",municipality,registry,us_places.csv Belvedere city,,belvedere-ca,us,CA,belvedere-ca,no,city
2678,greeley-co-2024-04-09-city-council-work-session,civicclerk,https://greeleyco.portal.civicclerk.com/event/2163/media,greeleyco.portal.civicclerk.com,"Greeley , CO",,validated,us:place:0832155,"Greeley, CO",municipality,registry,us_places.csv Greeley city,,greeley-co,us,CO,greeley-co,no,city
2679,feb-19-2025-the-african-diaspora-experience-biff-henderson-greenburgh-public-acc,swagit,https://greenburghpublicaccess.new.swagit.com/videos/335559,greenburghpublicaccess.new.swagit.com,,,blank,rtr:unknown:greenburghpublicaccess.new.swagit.com,Unidentified government (greenburghpublicaccess.new.swagit.com),other,blank,nothing extracted,,unidentified-government-greenburghpublicaccess-new-swagit-com,us,,,no,city
2680,greene-county-va-2026-07-14-board-of-supervisors-meeting,civicclerk,https://greenecova.portal.civicclerk.com/event/1166/media,greenecova.portal.civicclerk.com,"Greene County, VA",,validated,us:county:51079,"Greene County, VA",county,registry,us_counties.csv Greene County,,greene-county-va,us,VA,greene-county-va,no,county
2681,pasadena-unified-school-district-2024-08-29-board-of-education-meeting,granicus,https://pusd.granicus.com/player/clip/890?view_id=15,pusd.granicus.com,Pasadena Unified School District,,unverified,us:sd:0629940,"Pasadena Unified School District, CA",school_district,registry,us_school_districts.csv Pasadena Unified School District (unified) (state from tenant_hints.csv pusd.granicus.com),,pasadena-unified-school-district-ca,us,CA,pasadena-unified-school-district,no,school
2682,unknown-jurisdiction-special-city-council-meeting,granicus,https://pvestates.granicus.com/player/clip/2016,pvestates.granicus.com,Unknown Jurisdiction,,unverified,,Unknown Jurisdiction,other,unresolved,not a government name: 'Unknown Jurisdiction',,unknown-jurisdiction,us,,unknown-jurisdiction,no,city
2683,city-of-raleigh-special-board-of-adjustment-meeting,granicus,https://raleigh.granicus.com/player/clip/7884,raleigh.granicus.com,City of Raleigh,,validated,us:place:3755000,"Raleigh, NC",municipality,registry,us_places.csv Raleigh city (state from tenant_hints.csv raleigh.granicus.com),,raleigh-nc,us,NC,raleigh,yes,city
2684,ravalli-county-mt-2025-01-22-commission-session-01-22-2025,granicus,https://ravalli-mt.granicus.com/player/clip/2214,ravalli-mt.granicus.com,"Ravalli County, MT",,validated,us:county:30081,"Ravalli County, MT",county,registry,us_counties.csv Ravalli County,,ravalli-county-mt,us,MT,ravalli-county-mt,no,county
2685,unknown-jurisdiction-2026-01-05-1-5-26-business-meeting-with-public-hearing,granicus,https://rdale.granicus.com/player/clip/1387,rdale.granicus.com,Unknown Jurisdiction,,unverified,,Unknown Jurisdiction,other,unresolved,not a government name: 'Unknown Jurisdiction',,unknown-jurisdiction,us,,unknown-jurisdiction,no,city
2686,city-of-red-wing-mn-2021-07-01-red-wing-city-council-regular-meeting,granicus,https://red-wing.granicus.com/player/clip/2563,red-wing.granicus.com,"City of Red Wing, MN",,validated,us:place:2753620,"Red Wing, MN",municipality,registry,us_places.csv Red Wing city,,red-wing-mn,us,MN,red-wing-mn,yes,city
2687,the-city-of-redmond-wa-2025-06-03-city-council-on-2025-06-03-7-00-pm-business-me,granicus,https://redmond.granicus.com/player/clip/3124?view_id=2,redmond.granicus.com,"The City of Redmond, WA",,unverified,rtr:us:wa:redmond,"The City of Redmond, WA",other,unverified,"minted from 'The City of Redmond, WA'",,the-city-of-redmond-wa,us,WA,redmond-wa,yes,city
2688,redmond-or-2018-10-23-city-council-meeting,granicus,https://redmond-or.granicus.com/player/clip/361?view_id=1,redmond-or.granicus.com,"Redmond, OR",,validated,us:place:4161200,"Redmond, OR",municipality,registry,us_places.csv Redmond city,,redmond-or,us,OR,redmond-or,no,city
2689,city-of-redondo-beach-ca-2025-01-27-public-works-and-sustainability-commission-o,granicus,https://redondo.granicus.com/player/clip/2100,redondo.granicus.com,"City of Redondo Beach, CA",,validated,us:place:0660018,"Redondo Beach, CA",municipality,registry,us_places.csv Redondo Beach city,,redondo-beach-ca,us,CA,redondo-beach-ca,yes,city
2690,redwood-city-ca-2025-06-23-june-23-2025-city-council-successor-agency-public-fin,granicus,https://redwoodcity-ca.granicus.com/player/clip/3588,redwoodcity-ca.granicus.com,"Redwood City, CA",,validated,us:place:0660102,"Redwood City, CA",municipality,registry,us_places.csv Redwood City city,,redwood-city-ca,us,CA,redwood-city-ca,no,city
2691,city-of-richmond-2026-04-01-community-police-review-commission-4-1-2026,granicus,https://richmond.granicus.com/player/clip/5976?view_id=28,richmond.granicus.com,City of Richmond,,validated,,City of Richmond,municipality,unresolved,no state for 'City of Richmond',,city-of-richmond,us,,richmond,yes,city
2692,city-of-richmond-va-2026-06-08-richmond-city-council-formal-meeting-june-8-2026,granicus,https://richmondva.granicus.com/player/clip/4930?view_id=1,richmondva.granicus.com,"City of Richmond, VA",,validated,us:place:5167000,"Richmond, VA",municipality,registry,us_places.csv Richmond city,,richmond-va,us,VA,richmond-va,yes,city
2693,heber-ut-2025-09-16-city-council-meeting,civicclerk,https://hebercityut.portal.civicclerk.com/event/415/media,hebercityut.portal.civicclerk.com,"Heber, UT",,repaired,us:place:4934200,"Heber, UT",municipality,registry,us_places.csv Heber city,,heber-ut,us,UT,heber-ut,no,city
2694,holly-springs-2025-05-13-town-council-workshop-meeting,civicclerk,https://hollyspringsnc.portal.civicclerk.com/event/575/media,hollyspringsnc.portal.civicclerk.com,Holly Springs,,validated,us:place:3732260,"Holly Springs, NC",municipality,registry,us_places.csv Holly Springs town (state from subdomain hollyspringsnc.portal.civicclerk.com),,holly-springs-nc,us,NC,holly-springs,no,city
2695,city-of-rio-vista-ca-planning-commission,granicus,https://riovista-ca.granicus.com/player/clip/520?view_id=1,riovista-ca.granicus.com,"City of Rio Vista, CA",,validated,us:place:0660984,"Rio Vista, CA",municipality,registry,us_places.csv Rio Vista city,,rio-vista-ca,us,CA,rio-vista-ca,yes,city
2696,riverton-ut-emergency-city-council-meeting,granicus,https://rivertoncity.granicus.com/player/clip/223?view_id=1,rivertoncity.granicus.com,"Riverton, UT",,validated,us:place:4964340,"Riverton, UT",municipality,registry,us_places.csv Riverton city,,riverton-ut,us,UT,riverton-ut,no,city
2697,rockwall-tx-2023-09-06-commissioners-court-regular-meeting,granicus,https://rockwall-tx.granicus.com/player/clip/1493,rockwall-tx.granicus.com,"Rockwall, TX",,validated,us:place:4862828,"Rockwall, TX",municipality,registry,us_places.csv Rockwall city,,rockwall-tx,us,TX,rockwall-tx,no,city
2698,rolling-hills-estates-ca-2022-12-13-city-council-meeting-amended-agenda-item-no,granicus,https://rollinghillsestatesca.granicus.com/player/clip/674?view_id=1,rollinghillsestatesca.granicus.com,"Rolling Hills Estates, CA",,validated,us:place:0662644,"Rolling Hills Estates, CA",municipality,registry,us_places.csv Rolling Hills Estates city,,rolling-hills-estates-ca,us,CA,rolling-hills-estates-ca,no,city
2699,city-of-round-rock-tx-2025-12-04-city-council-on-2025-12-04-6-00-pm,granicus,https://roundrock.granicus.com/player/clip/3331?view_id=2,roundrock.granicus.com,"City of Round Rock, TX",,validated,us:place:4863500,"Round Rock, TX",municipality,registry,us_places.csv Round Rock city,,round-rock-tx,us,TX,round-rock-tx,yes,city
2700,city-of-rancho-palos-verdes-ca-amended-city-council-meeting,granicus,https://rpv.granicus.com/player/clip/4835,rpv.granicus.com,"City of Rancho Palos Verdes, CA",,validated,us:place:0659514,"Rancho Palos Verdes, CA",municipality,registry,us_places.csv Rancho Palos Verdes city,,rancho-palos-verdes-ca,us,CA,rancho-palos-verdes-ca,yes,city
2701,regional-transportation-authority-chicago-2020-08-20-board-of-directors,granicus,https://rtachicago.granicus.com/player/clip/426?view_id=4,rtachicago.granicus.com,Regional Transportation Authority (Chicago),,unverified,,Regional Transportation Authority (Chicago),special_district,unresolved,no state for 'Regional Transportation Authority (Chicago)',,regional-transportation-authority-chicago,us,,regional-transportation-authority-chicago,no,agency
2702,rutherford-county-2024-06-03-board-of-commissioners-on-2024-06-03-6-00-pm,granicus,https://rutherfordcountync.granicus.com/player/clip/1086,rutherfordcountync.granicus.com,Rutherford County,,validated,us:county:37161,"Rutherford County, NC",county,registry,us_counties.csv Rutherford County (state from subdomain rutherfordcountync.granicus.com),,rutherford-county-nc,us,NC,rutherford-county,no,county
2703,village-of-rye-brook-ny-2016-11-10-planning-board-meeting-1-12-17,granicus,https://ryebrook.granicus.com/player/clip/1294?view_id=2,ryebrook.granicus.com,"Village of Rye Brook, NY",,validated,us:place:3664325,"Rye Brook, NY",municipality,registry,us_places.csv Rye Brook village,,rye-brook-ny,us,NY,village-of-rye-brook-ny,yes,city
2704,city-of-safety-harbor-fl-city-commission-special-meeting,granicus,https://safetyharbor.granicus.com/player/clip/2268?view_id=6,safetyharbor.granicus.com,"City of Safety Harbor, FL",,validated,us:place:1262425,"Safety Harbor, FL",municipality,registry,us_places.csv Safety Harbor city,,safety-harbor-fl,us,FL,safety-harbor-fl,yes,city
2705,city-of-san-marcos-tx-2026-01-13-planning-and-zoning-commission-on-2026-01-13-6,granicus,https://san-marcos-tx.granicus.com/player/clip/2544?view_id=10,san-marcos-tx.granicus.com,"City of San Marcos, TX",,validated,us:place:4865600,"San Marcos, TX",municipality,registry,us_places.csv San Marcos city,,san-marcos-tx,us,TX,san-marcos-tx,yes,city
2706,unknown-jurisdiction-special-board-meeting,granicus,https://sanantonioisd.granicus.com/player/clip/705,sanantonioisd.granicus.com,Unknown Jurisdiction,,unverified,,Unknown Jurisdiction,other,unresolved,no state for 'Unknown Jurisdiction',,unknown-jurisdiction,us,,unknown-jurisdiction,no,city
2707,hurst-tx-2026-01-27-jan-27-2026-city-council,swagit,https://hursttx.new.swagit.com/videos/373343,hursttx.new.swagit.com,"Hurst, TX",,validated,us:place:4835576,"Hurst, TX",municipality,registry,us_places.csv Hurst city,,hurst-tx,us,TX,hurst-tx,no,city
2708,hutto-isd-tx-2024-07-16-jul-16-2024-board-of-trustees,swagit,https://huttoisdtx.new.swagit.com/videos/310386,huttoisdtx.new.swagit.com,"Hutto ISD, TX",,unverified,rtr:us:tx:hutto-isd,"Hutto ISD, TX",school_district,unverified,"minted from 'Hutto ISD, TX'",,hutto-isd-tx,us,TX,hutto-isd-tx,no,school
2709,inyo-2024-08-07-board-of-supervisors-budget-workshop,civicclerk,https://inyococa.portal.civicclerk.com/event/3266/media,inyococa.portal.civicclerk.com,Inyo,,validated,us:county:06027,"Inyo County, CA",county,registry,us_counties.csv Inyo County (state from subdomain inyococa.portal.civicclerk.com),,inyo-county-ca,us,CA,inyo,no,city
2710,incline-village-nv-2025-07-30-meeting-of-the-board-of-trustees,civicclerk,https://ivgid.portal.civicclerk.com/event/581/media,ivgid.portal.civicclerk.com,"Incline Village, NV",,unverified,rtr:us:nv:incline-village,"Incline Village, NV",municipality,unverified,"minted from 'Incline Village, NV'",,incline-village-nv,us,NV,incline-village-nv,no,city
2711,city-of-sandy-or-2011-06-06-city-council,granicus,https://sandy.granicus.com/player/clip/357?view_id=2,sandy.granicus.com,"City of Sandy, OR",,validated,us:place:4165250,"Sandy, OR",municipality,registry,us_places.csv Sandy city,,sandy-or,us,OR,sandy-or,yes,city
2712,unknown-jurisdiction-2026-01-13-city-council-on-2026-01-13-5-15-pm,granicus,https://sandyutah.granicus.com/player/clip/924,sandyutah.granicus.com,Unknown Jurisdiction,,unverified,,Unknown Jurisdiction,other,unresolved,not a government name: 'Unknown Jurisdiction',,unknown-jurisdiction,us,,unknown-jurisdiction,no,city
2713,the-city-of-san-leandro-ca-2024-09-03-city-council-on-2024-09-03-6-00-pm-special,granicus,https://sanleandro.granicus.com/player/clip/2695?view_id=2,sanleandro.granicus.com,"The City of San Leandro, CA",,unverified,us:place:0668084,"San Leandro, CA",municipality,pinned,tenant_overrides.csv sanleandro.granicus.com source=ryan_stated+upcoming_roster,,san-leandro-ca,us,CA,san-leandro-ca,yes,city
2714,city-of-san-marcos-2024-07-23-regular-city-council-meeting,granicus,https://sanmarcos.granicus.com/player/clip/977?view_id=3,sanmarcos.granicus.com,City of San Marcos,,validated,,City of San Marcos,municipality,unresolved,no state for 'City of San Marcos',,city-of-san-marcos,us,,san-marcos,yes,city
2715,city-of-santa-paula-ca-2024-11-05-city-council-regular,granicus,https://santa-paula.granicus.com/player/clip/550,santa-paula.granicus.com,"City of Santa Paula, CA",,validated,us:place:0670042,"Santa Paula, CA",municipality,registry,us_places.csv Santa Paula city,,santa-paula-ca,us,CA,santa-paula-ca,yes,city
2716,city-of-santa-monica-ca-vapab-2026-0126,granicus,https://santamonica.granicus.com/player/clip/5497,santamonica.granicus.com,"City of Santa Monica, CA",,validated,us:place:0670000,"Santa Monica, CA",municipality,registry,us_places.csv Santa Monica city,,santa-monica-ca,us,CA,santa-monica-ca,yes,city
2717,sarasota-county-fl-2026-04-07-county-commission-2026-bcc-regular,granicus,https://sarasotacounty.granicus.com/player/clip/6885?view_id=52,sarasotacounty.granicus.com,"Sarasota County, FL",,validated,us:county:12115,"Sarasota County, FL",county,registry,us_counties.csv Sarasota County,,sarasota-county-fl,us,FL,sarasota-county-fl,no,county
2718,city-of-saratoga-2025-08-13-planning-commission,granicus,https://saratoga.granicus.com/player/clip/1538?view_id=10,saratoga.granicus.com,City of Saratoga,,validated,us:place:0670280,"Saratoga, CA",municipality,registry,us_places.csv Saratoga city (state from tenant_hints.csv saratoga.granicus.com),,saratoga-ca,us,CA,saratoga,yes,city
2719,unknown-jurisdiction-cannabis-banking-working-group-2-10-17,granicus,https://scag.granicus.com/player/clip/1040,scag.granicus.com,Unknown Jurisdiction,,unverified,,Unknown Jurisdiction,other,unresolved,not a government name: 'Unknown Jurisdiction',,unknown-jurisdiction,us,,unknown-jurisdiction,no,city
2720,south-coast-water-district-special-board-meting-doheny-desal-financial-assessmen,granicus,https://scwd.granicus.com/player/clip/2529?view_id=3,scwd.granicus.com,South Coast Water District,,unverified,,South Coast Water District,special_district,unresolved,no state for 'South Coast Water District',,south-coast-water-district,us,,south-coast-water-district,no,agency
2721,san-diego-county-retirement-association-2017-05-25-board-meeting,granicus,https://sdcera.granicus.com/player/clip/683?view_id=13,sdcera.granicus.com,San Diego County Retirement Association,,unverified,,San Diego County Retirement Association,county,unresolved,no state for 'San Diego County Retirement Association',,san-diego-county-retirement-association,us,,san-diego-county-retirement-association,no,county
2722,county-of-sedgwick-2024-07-11-board-of-sedgwick-county-commissioners,granicus,https://sedgwick.granicus.com/player/clip/5453?view_id=34,sedgwick.granicus.com,County of Sedgwick,,validated,,County of Sedgwick,county,unresolved,no state for 'County of Sedgwick',,county-of-sedgwick,us,,county-of-sedgwick,no,county
2723,jackson-wy-2026-03-09-mar-09-2026-special-town-council-joint-information-meeting,swagit,https://jacksonwy.new.swagit.com/videos/377455,jacksonwy.new.swagit.com,"Jackson, WY",,validated,us:place:5640120,"Jackson, WY",municipality,registry,us_places.csv Jackson town,,jackson-wy,us,WY,jackson-wy,no,city
2724,james-city-va-2023-10-24-board-of-supervisors-business-meeting,civicclerk,https://jamescitycova.portal.civicclerk.com/event/64/media,jamescitycova.portal.civicclerk.com,"James City, VA",,repaired,us:county:51095,"James City County, VA",county,registry,us_counties.csv James City County,,james-city-county-va,us,VA,james-city-va,no,city
2725,james-island-sc-2025-09-17-sep-17-2025-rethink-folly-road-steering-committee,swagit,https://jamesislandsc.new.swagit.com/videos/355864,jamesislandsc.new.swagit.com,"James Island, SC",,validated,us:place:4536430,"James Island, SC",municipality,registry,us_places.csv James Island town,,james-island-sc,us,SC,james-island-sc,no,city
2726,jefferson-county-al-2024-09-26-sep-26-2024-commission-meeting,swagit,https://jccal.new.swagit.com/videos/316231,jccal.new.swagit.com,"Jefferson County, AL",,validated,us:county:01073,"Jefferson County, AL",county,registry,us_counties.csv Jefferson County,,jefferson-county-al,us,AL,jefferson-county-al,no,county
2727,jefferson-county-mo-2026-02-04-council-economic-development-objectives-comm,civicclerk,https://jeffersoncomo.portal.civicclerk.com/event/2110/media,jeffersoncomo.portal.civicclerk.com,"Jefferson County, MO",,validated,us:county:29099,"Jefferson County, MO",county,registry,us_counties.csv Jefferson County,,jefferson-county-mo,us,MO,jefferson-county-mo,no,county
2728,johnson-county-tx-2022-08-08-aug-08-2022-commissioner-s-court,swagit,https://johnsoncountytx.new.swagit.com/videos/178397,johnsoncountytx.new.swagit.com,"Johnson County, TX",,validated,us:county:48251,"Johnson County, TX",county,registry,us_counties.csv Johnson County,,johnson-county-tx,us,TX,johnson-county-tx,no,county
2729,jurupa-valley-ca-2026-01-15-jan-15-2026-city-council,swagit,https://jurupavalleyca.new.swagit.com/videos/372388,jurupavalleyca.new.swagit.com,"Jurupa Valley, CA",,validated,us:place:0637692,"Jurupa Valley, CA",municipality,registry,us_places.csv Jurupa Valley city,,jurupa-valley-ca,us,CA,jurupa-valley-ca,no,city
2730,katy-isd-tx-2025-09-15-sep-15-2025-board-work-study-meeting,swagit,https://katyisdtx.new.swagit.com/videos/355452,katyisdtx.new.swagit.com,"Katy ISD, TX",,unverified,rtr:us:tx:katy-isd,"Katy ISD, TX",school_district,unverified,"minted from 'Katy ISD, TX'",,katy-isd-tx,us,TX,katy-isd-tx,no,school
2731,town-of-fairfax-ca-2026-08-05-town-council-meeting-august-5-2026-town-of-fairfax,youtube,https://townoffairfaxca.gov/meetings/town-council-meeting-august-5-2026,townoffairfaxca.gov,"Town of Fairfax, CA",,validated,us:place:0623168,"Fairfax, CA",municipality,registry,us_places.csv Fairfax town,,fairfax-ca,us,CA,town-of-fairfax-ca,yes,city
2732,belvedere-ca-2026-01-12-city-council-meeting-january-12-2026,youtube,https://www.cityofbelvedere.org/meetings/city-council-meeting-january-12-2026,www.cityofbelvedere.org,"Belvedere, CA",,validated,us:place:0605164,"Belvedere, CA",municipality,registry,us_places.csv Belvedere city,,belvedere-ca,us,CA,belvedere-ca,no,city
2733,san-rafael-ca-2026-08-20-park-recreation-commission-august-20-2026,youtube,https://www.cityofsanrafael.org/meetings/park-recreation-commission-august-20-2026,www.cityofsanrafael.org,"San Rafael, CA",,validated,us:place:0668364,"San Rafael, CA",municipality,registry,us_places.csv San Rafael city,,san-rafael-ca,us,CA,san-rafael-ca,no,city
2734,somerville-nj-2026-08-03-borough-council-meeting-august-3-2026,youtube,https://www.somervillenj.org/meetings/borough-council-meeting-august-3-2026,www.somervillenj.org,"Somerville, NJ",,validated,us:place:3468460,"Somerville, NJ",municipality,registry,us_places.csv Somerville borough,,somerville-nj,us,NJ,somerville-nj,no,city
2735,miamisburg-oh-2024-11-19-city-council-meeting-november-19-2024,proudcity,https://cityofmiamisburg.com/meetings/city-council-meeting-november-19-2024,cityofmiamisburg.com,"Miamisburg, OH",,validated,us:place:3949434,"Miamisburg, OH",municipality,registry,us_places.csv Miamisburg city,,miamisburg-oh,us,OH,miamisburg-oh,no,city
2737,town-of-colma-ca-2026-06-24-regular-meeting-june-24-2026,proudcity,https://www.colma.ca.gov/meetings/regular-meeting-june-24-2026,www.colma.ca.gov,"Town of Colma, CA",,validated,us:place:0614736,"Colma, CA",municipality,registry,us_places.csv Colma town,,colma-ca,us,CA,town-of-colma-ca,yes,city
2738,pittsburg-ca-2025-11-17-city-council-meeting,civicclerk,https://pittsburgca.portal.civicclerk.com/event/1338/files,pittsburgca.portal.civicclerk.com,"Pittsburg, CA",,validated,us:place:0657456,"Pittsburg, CA",municipality,registry,us_places.csv Pittsburg city,,pittsburg-ca,us,CA,pittsburg-ca,no,city
2739,delaware-county-in-2026-02-11-delaware-county-drainage-board-february-11th-2026,youtube,https://delawarecounty.in.gov/meetings/drainage-board-meeting-march-2026,delawarecounty.in.gov,"Delaware County, IN",,validated,us:county:18035,"Delaware County, IN",county,registry,us_counties.csv Delaware County,,delaware-county-in,us,IN,delaware-county-in,no,county
2740,city-of-johnson-city-tx-2024-11-18-november-18-2024-johnson-city,unknown,https://www.johnsoncitytx.org/meetings/city-council-meeting,www.johnsoncitytx.org,"City of Johnson City, TX",,validated,us:place:4837780,"Johnson City, TX",municipality,registry,us_places.csv Johnson City city,,johnson-city-tx,us,TX,johnson-city-tx,yes,city
2741,wilmington-oh-2026-04-16-city-council-meeting-april-16-2026,unknown,https://wilmingtonohio.gov/meetings/city-council-meeting-april-16-2026,wilmingtonohio.gov,"Wilmington, OH",,validated,us:place:3985792,"Wilmington, OH",municipality,registry,us_places.csv Wilmington city,,wilmington-oh,us,OH,wilmington-oh,no,city
2742,montclair-ca-2026-05-05-montclair-city-council-workshop-may-4-2026,youtube,https://www.cityofmontclair.org/meetings/city-council-may-4-2026-workshop,www.cityofmontclair.org,"Montclair, CA",,validated,us:place:0648788,"Montclair, CA",municipality,registry,us_places.csv Montclair city,,montclair-ca,us,CA,montclair-ca,no,city
2743,ela-township-il-2026-08-13-board-meeting-august-12-2026,youtube,https://elatownship.gov/meetings/board-meeting-august-12-2026,elatownship.gov,"Ela Township, IL",,validated,us:cousub:1709722853,"Ela Township, IL",township,registry,us_cousubs.csv Ela township,,ela-township-il,us,IL,ela-township-il,no,city
2744,hellam-township-pa-2026-03-19-board-of-supervisors-march-19-2026,unknown,https://www.hellamtownship.gov/meetings/board-of-supervisors-march-19-2026,www.hellamtownship.gov,"Hellam Township, PA",,validated,us:cousub:4213333728,"Hellam Township, PA",township,registry,us_cousubs.csv Hellam township,,hellam-township-pa,us,PA,hellam-township-pa,no,city
2746,mckenzie-county-nd-2026-08-10-public-works-subcommittee-meeting-august-10-2026,unknown,https://mckenziecountynd.gov/meetings/public-works-subcommittee-meeting-august-10-2026-2,mckenziecountynd.gov,"McKenzie County, ND",,validated,us:county:38053,"McKenzie County, ND",county,registry,us_counties.csv McKenzie County,,mckenzie-county-nd,us,ND,mckenzie-county-nd,no,county
2747,westhampton-beach-ny-2026-08-14-2026-08-13-planning-board-meeting,youtube,https://www.westhamptonbeach.gov/meetings/planning-board-meeting-august-13-2026,www.westhamptonbeach.gov,"Westhampton Beach, NY",,validated,us:place:3680181,"Westhampton Beach, NY",municipality,registry,us_places.csv Westhampton Beach village,,westhampton-beach-ny,us,NY,westhampton-beach-ny,no,city
2748,alvord-tx-city-council-special-meeting-august-6th-2026-cancelled,unknown,https://alvordtx.gov/meetings/city-council-special-meeting-august-6th-2026,alvordtx.gov,"Alvord, TX",,validated,us:place:4802284,"Alvord, TX",municipality,registry,us_places.csv Alvord town,,alvord-tx,us,TX,alvord-tx,no,city
2749,cherry-township-pa-2026-07-14-board-of-supervisors-regular-meeting-july-14-2026,unknown,https://cherrytownship.com/meetings/board-of-supervisors-regular-meeting-july-14-2026,cherrytownship.com,"Cherry Township, PA",,validated,rtr:us:pa:cherry-township,"Cherry Township, PA",township,unverified,"minted from 'Cherry Township, PA'",,cherry-township-pa,us,PA,cherry-township-pa,no,city
2750,franklin-township-nj-2026-08-13-town-committee-board-of-health-regular-meeting-a,unknown,https://franklin-twp.org/meetings/town-committee-board-of-health-regular-meeting-august-13-2026,franklin-twp.org,"Franklin Township, NJ",,validated,rtr:us:nj:franklin-township,"Franklin Township, NJ",township,unverified,"minted from 'Franklin Township, NJ'",,franklin-township-nj,us,NJ,franklin-township-nj,no,city
