tenant_host,match,gov_id,strength,source,evidence
www.youtube.com,channel=@cityofinglewood,us:place:0636546,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-inglewood-2018-02-07-district-4-town-hall-meeting-1-24-18; owner title ""City of Inglewood"""
www.youtube.com,channel=@cityofiolakansas5340,us:place:2034300,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/iola-city-ks-2026-08-11-city-of-iola-kansas-city-council-meeting-08-10-2026; owner title ""City of Iola, Kansas"""
www.youtube.com,channel=@cityofirondalealabamamedia4081,us:place:0137864,fallback,wo171_localview,"Irondale city, AL -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofjacksonmigov,us:place:2641420,fallback,wo171_localview,"Jackson city, MI -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofjuneaucabletv8377,us:place:5538675,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/juneau-wi-2026-06-08-city-of-juneau-special-common-council-meeting-6-8-26; owner title ""City of Juneau Cable TV"""
www.youtube.com,channel=@cityofkentohio8912,us:place:3939872,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/kent-oh-2026-08-05-city-council-committee-meeting; owner title ""City of Kent, Ohio"""
www.youtube.com,channel=@cityofkenyon1093,us:place:2732840,fallback,wo171_localview,"Kenyon city, MN -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofketchikan8631,us:place:0238970,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-ketchikan-ak-2026-01-06-regular-city-council-meeting; owner title ""City of Ketchikan"""
www.youtube.com,channel=@cityofkimberleybc,ca:csd:5901028,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/kimberley-bc-2022-03-21-special-council-21-mar-2022; owner title ""City of Kimberley, British Columbia"""
www.youtube.com,channel=@cityofkingsport37660,us:place:4739560,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/kingsport-tn-2026-08-18-bma-meeting-8-18-2026; owner title ""City of Kingsport"""
www.youtube.com,channel=@cityoflacenter,us:place:5336710,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/la-center-2026-07-31-special-city-council-meeting-31-jul-2026; owner title ""City of La Center"""
www.youtube.com,channel=@cityoflagrandeoregon7161,us:place:4140350,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/la-grande-or-2026-06-09-city-council-work-session-eou-partnership-discussion-jun; owner title ""City of La Grande Oregon"""
www.youtube.com,channel=@cityoflakeforestpark2423,us:place:5337270,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/lake-forest-park-washington-meetings-2026-08-17-july-23-2026-city-council-regula; owner title ""City of Lake Forest Park"""
www.youtube.com,channel=@cityoflampasas1939,us:place:4841188,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lampasas-tx-2026-08-24-budget-workshop-august-24-2026; owner title ""City of Lampasas"""
www.youtube.com,channel=@cityoflancasterca9805,us:place:0640130,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-lancaster-community-development-department-ca-2026-01-13-lancaster-meeti; owner title ""City of Lancaster CA"""
www.youtube.com,channel=@cityoflaramie,us:place:5645050,fallback,wo171_localview,"Laramie city, WY -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityoflasvegasnewmexico5656,us:place:3539940,fallback,wo171_localview,"Las Vegas city, NM -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityoflathrupvillage,us:place:2646320,fallback,wo171_localview,"Lathrup Village city, MI -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofleawood5670,us:place:2039075,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-leawood-2026-08-10-governing-body-special-call-aug-10-2026; owner title ""City of Leawood"""
www.youtube.com,channel=@cityoflennoxsouthdakota4665,us:place:4636380,fallback,wo171_localview,"Lennox city, SD -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityoflincolntonstream,us:place:3738320,fallback,wo188_youtube_recheck,"Lincolnton city, NC -- own-channel per WO-175 About-page check (title 'Official City of Lincolnton NC Youtube'); WO-188 recheck confirmed the channel still resolves and ingested a video from it, which landed mis-keyed to rtr:unknown:www.youtube.com (see the per-video pin below)"
www.youtube.com,channel=@cityoflitchfieldpark1822,us:place:0441330,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/litchfield-park-az-2026-08-13-recreation-and-public-grounds-commission-meeting; owner title ""City of Litchfield Park"""
www.youtube.com,channel=@cityoflittlefallsmn,us:place:2737556,fallback,wo171_localview,"Little Falls city, MN -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofloganville,us:place:1347196,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/loganville-georgia-meetings-2026-08-13-city-council-meeting-8-13-2026; owner title ""City of Loganville"""
www.youtube.com,channel=@cityoflongmont,us:place:0845970,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-longmont-co-2026-02-24-city-council-regular-session-02-24-2026; owner title ""City of Longmont Colorado"""
www.youtube.com,channel=@cityoflosal,us:place:0643224,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/los-alamitos-ca-2026-07-20-city-council-regular-meeting; owner title ""City of Los Alamitos"""
www.youtube.com,channel=@cityoflosalamitos,us:place:0643224,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/los-alamitos-ca-2022-08-16-los-alamitos-city-council-august-15-2022; owner title ""Los Alamitos"""
www.youtube.com,channel=@cityoflouisville,us:place:0846355,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/louisville-co-2026-07-22-city-council-meeting-budget-retreat; owner title ""City of Louisville, Colorado"""
www.youtube.com,channel=@cityoflufkin,us:place:4845072,fallback,wo171_localview,"Lufkin city, TX -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityoflytle4770,us:place:4845288,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-lytle-tx-2026-08-12-08-12-2026-special-city-council-meeting; owner title ""City of Lytle"""
www.youtube.com,channel=@cityofmadeirabeach632,us:place:1242400,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/madeira-beach-fl-2026-08-26-august-26-2026-boc-budget-workshop-meeting-2pm; owner title ""City of Madeira Beach"""
www.youtube.com,channel=@cityofmadrasofficial,us:place:4145250,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-madras-or-2025-08-28-08-20-25-pc-meeting; owner title ""City of Madras"""
www.youtube.com,channel=@cityofmayer,us:place:2741138,fallback,wo171_localview,"Mayer city, MN -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmcalesterok,us:place:4044800,fallback,wo171_localview,"McAlester city, OK -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmchenryil5096,us:place:1745694,fallback,wo171_localview,"McHenry city, IL -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmebane1881,us:place:3742240,fallback,wo171_localview,"Mebane city, NC -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmedina,us:place:3948790,fallback,wo171_localview,"Medina city, OH -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmelrose7678,us:place:2741570,fallback,wo171_localview,"Melrose city, MN -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmeridian,us:place:1652120,fallback,wo171_localview,"Meridian city, ID -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmesa11,us:place:0446000,fallback,archive_study_2026-09-09,"4 solidly-identified archive page(s), e.g. /m/city-of-mesa-2026-08-10-city-council; owner title ""City of Mesa"""
www.youtube.com,channel=@cityofmiamigardenspublicmeetin,us:place:1245060,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-miami-gardens-fl-2026-07-22-city-council-workshop-meeting; owner title ""The City of Miami Gardens Public Meeting Channel"""
www.youtube.com,channel=@cityofminneapolis,us:place:2743000,fallback,archive_study_2026-09-09,"11 solidly-identified archive page(s), e.g. /m/city-of-minneapolis-2026-08-06-climate-infrastructure-committee; owner title ""cityofminneapolis"""
www.youtube.com,channel=@cityofminnetrista,us:place:2743306,fallback,wo171_localview,"Minnetrista city, MN -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmobileal2167,us:place:0150000,fallback,wo171_localview,"Mobile city, AL -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmonroenc,us:place:3743920,fallback,wo171_localview,"Monroe city, NC -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmonroeoregon3957,us:place:4149600,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/monroe-or-2026-01-07-2026-january-5-planning-commission; owner title ""City of Monroe Oregon"""
www.youtube.com,channel=@cityofmontclair,us:place:0648788,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/montclair-ca-2026-05-05-montclair-city-council-workshop-may-4-2026; owner title ""City of Montclair"""
www.youtube.com,channel=@cityofmontesereno392,us:place:0648956,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-monte-sereno-ca-2026-08-18-city-council-aug-18-2026; owner title ""City of Monte Sereno"""
www.youtube.com,channel=@cityofmontevista1843,us:place:0851635,fallback,wo171_localview,"Monte Vista city, CO -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofmontgomerytexas3170,us:place:4849128,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/montgomery-tx-2026-08-18-08-18-2026-city-council-planning-and-zoning-commission; owner title ""City of Montgomery, Texas"""
www.youtube.com,channel=@cityofmorganspointresort35,us:place:4849392,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-morgan-s-point-resort-tx-2026-08-11-regular-city-council-meeting-on-augu; owner title ""City of Morgan's Point Resort"""
www.youtube.com,channel=@cityofmountvernontexas6865,us:place:4849860,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/mount-vernon-tx-2026-08-17-landmark-commission-meeting; owner title ""City of Mount Vernon, Texas"""
www.youtube.com,channel=@cityofnampapublicmeetings,us:place:1656260,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-nampa-2026-01-05-january-5-2026-regular-council-meeting; owner title ""City of Nampa Public Meetings"""
www.youtube.com,channel=@cityofneedles3388,us:place:0650734,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/needles-ca-2026-08-13-city-council-081126; owner title ""cityof needles"""
www.youtube.com,channel=@cityofnelsonvilleohio7813,us:place:3953886,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/nelsonville-oh-2026-07-14-nelsonville-finance-committee-meeting-07132026; owner title ""City of Nelsonville, Ohio"""
www.youtube.com,channel=@cityofnewberg,us:place:4152100,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-newberg-or-2026-08-05-affordable-housing-commission-meeting-august-4-202; owner title ""City of Newberg"""
www.youtube.com,channel=@cityofnewportTN,us:place:4753000,fallback,wo171_localview,"Newport city, TN -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofnewtonnc,us:place:3747000,fallback,wo171_localview,"Newton city, NC -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofnorco9651,us:place:0651560,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-norco-ca-2024-08-07-city-council-aug-07-2024; owner title ""City of Norco"""
www.youtube.com,channel=@cityofnorfolknebraskameeti3587,us:place:3134615,fallback,wo171_localview,"Norfolk city, NE -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofnorthglenn,us:place:0854330,fallback,wo171_localview,"Northglenn city, CO -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofnorthmyrtlebeach,us:place:4551280,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-north-myrtle-beach-sc-2026-08-17-city-of-north-myrtle-beach-city-council; owner title ""City of North Myrtle Beach"""
www.youtube.com,channel=@cityofnorthportal3956,us:place:0155200,fallback,wo171_localview,"Northport city, AL -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofnortonohio,us:place:3957260,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-norton-oh-2026-08-19-8-19-2026-parks-cemetery-meeting; owner title ""City of Norton, Ohio"""
www.youtube.com,channel=@cityofnorwalkconnecticut2000,us:place:0955990,fallback,wo171_localview,"Norwalk city, CT -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofnorway,us:place:2659220,fallback,wo171_localview,"Norway city, MI -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofob,us:place:2854040,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-olive-branch-ms-2026-08-18-board-of-aldermen-meeting-8-18-2026-cityofob; owner title ""City of Olive Branch"""
www.youtube.com,channel=@cityofokc,us:place:4055000,fallback,archive_study_2026-09-09,"6 solidly-identified archive page(s), e.g. /m/city-of-oklahoma-city-2026-08-04; owner title ""cityofokc"""
www.youtube.com,channel=@cityofolivette7776,us:place:2954650,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/olivette-mo-2026-08-26-august-25-2026-city-council; owner title ""City of Olivette"""
www.youtube.com,channel=@cityoforinda9535,us:place:0654232,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/orinda-ca-2026-03-03-city-council-regular; owner title ""City of Orinda"""
www.youtube.com,channel=@cityoforoville1415,us:place:0654386,fallback,wo171_localview,"Oroville city, CA -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofoskaloosaiowa5738,us:place:1959925,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/oskaloosa-ia-2026-08-19-2026-august-17-city-of-oskaloosa-iowa; owner title ""City of Oskaloosa, Iowa"""
www.youtube.com,channel=@cityofoverlandmo3217,us:place:2955550,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/overland-mo-2026-05-11-cid-board-of-directors; owner title ""City of Overland,MO"""
www.youtube.com,channel=@cityofpahokeetv296,us:place:1253800,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/pahokee-fl-2026-08-11-city-of-pahokee-fl-august-11-2026-regular-commission-meeti; owner title ""City of Pahokee TV"""
www.youtube.com,channel=@cityofparksville1633,ca:csd:5921018,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/parksville-bc-2026-07-20-special-committee-of-the-whole-20-jul-2026; owner title ""City of Parksville"""
www.youtube.com,channel=@cityofphoenixaz,us:place:0455000,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/phoenix-2026-06-26-parks-and-recreation-board-meeting-june-25-2026; owner title ""CityofPhoenixAZ"""
www.youtube.com,channel=@cityofpierz9018,us:place:2750776,fallback,wo171_localview,"Pierz city, MN -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofplattsburghnewyork7923,us:place:3658574,fallback,wo171_localview,"Plattsburgh city, NY -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofpoquoson5320,us:place:5163768,fallback,wo171_localview,"Poquoson city, VA -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofportcolborne,ca:csd:3526011,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/port-colborne-on-2025-10-28-council-meeting; owner title ""City of Port Colborne"""
www.youtube.com,channel=@cityofportjervis8779,us:place:3659388,fallback,wo171_localview,"Port Jervis city, NY -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofpryorcreek645,us:place:4061000,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-pryor-creek-ok-2026-02-17-city-of-pryor-creek-city-council-meeting-febru; owner title ""City of Pryor Creek"""
www.youtube.com,channel=@cityofquesnel3675,ca:csd:5941013,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/quesnel-bc-2026-07-21-special-council-21-jul-2026; owner title ""City of Quesnel"""
www.youtube.com,channel=@cityofredlodge4436,us:place:3061525,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-red-lodge-mt-2026-08-12-august-11-2026-city-council-board-meeting; owner title ""City of Red Lodge"""
www.youtube.com,channel=@cityofreno,us:place:3260600,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-reno-nv-2026-02-25-reno-city-council-redevelopment-agency-board-february; owner title ""City of Reno"""
www.youtube.com,channel=@cityofrichmondheightsohio6020,us:place:3966824,fallback,wo171_localview,"Richmond village, OH -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofrichwood1067,us:place:4861904,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/richwood-tx-2026-07-13-city-of-richwood-city-council-meeting-07-13-2026; owner title ""City of Richwood"""
www.youtube.com,channel=@cityofrollinghills,us:place:0662602,fallback,wo171_localview,"Rolling Hills city, CA -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofrollingmeadows184,us:place:1765338,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/rolling-meadows-il-2019-03-25-welcome-to-rolling-meadows-2019; owner title ""City of Rolling Meadows"""
www.youtube.com,channel=@cityofromanforest4121,us:place:4863044,fallback,wo171_localview,"Roman Forest city, TX -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofromegagov,us:place:1366668,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-rome-2026-08-24-city-of-rome-ga-commission-meeting-08-24-2026; owner title ""City of Rome"""
www.youtube.com,channel=@cityofsanbruno,us:place:0665028,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/san-bruno-ca-2023-01-10-san-bruno-city-council-regular-meeting-tuesday-january-1; owner title ""City of San Bruno"""
www.youtube.com,channel=@cityofsandyoregon4717,us:place:4165250,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-sandy-2023-06-12-city-council-12-jun-2023; owner title ""City of Sandy Oregon"""
www.youtube.com,channel=@cityofsangertexas3226,us:place:4865408,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sanger-tx-2026-08-18-august-17-2026-city-council-meeting; owner title ""City of Sanger, Texas"""
www.youtube.com,channel=@cityofsarnia9889,ca:csd:3538030,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/sarnia-on-2026-07-20-regular-council-meetings-20-jul-2026; owner title ""City of Sarnia"""
www.youtube.com,channel=@cityofscappoose,us:place:4165500,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-scappoose-or-2026-05-12-5-11-2026-budget-committee-meeting; owner title ""City of Scappoose"""
www.youtube.com,channel=@cityofsedro-woolley,us:place:5363210,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/sedro-woolley-wa-2024-09-04-city-council-study-session; owner title ""City of Sedro-Woolley"""
www.youtube.com,channel=@cityofselma871,us:place:0670882,fallback,wo171_localview,"Selma city, CA -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofsevenhills1725,us:place:3971416,fallback,wo171_localview,"Seven Hills city, OH -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofsevierville3732,us:place:4767120,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sevierville-tn-2019-11-14-sevierville-proud-welcome-to-the-city-of-sevierville; owner title ""City of Sevierville"""
www.youtube.com,channel=@cityofseymour8622,us:place:2966800,fallback,wo171_localview,"Seymour city, MO -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofshelbyville,us:place:1869318,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/shelbyville-in-2026-08-04-board-of-works-and-public-utilities-board; owner title ""City of Shelbyville Indiana Government"""
www.youtube.com,channel=@cityofsheridan1890,us:place:0869645,fallback,ryan_stated,"Sheridan, CO -- own channel; state settled from the meeting captions (captions name Arapahoe County); Ryan asked for the caption check 2026-09-10"
www.youtube.com,channel=@cityofsmithsstationalabama2726,us:place:0171190,fallback,wo171_localview,"Smiths Station city, AL -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofsonoma4381,us:place:0672646,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-sonoma-ca-2026-02-19-planning-commission-19-feb-2026; owner title ""City of Sonoma"""
www.youtube.com,channel=@cityofspokane,us:place:5367000,fallback,wo171_localview,"Spokane city, WA -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofspringdalearkansas,us:place:0566080,fallback,wo171_localview,"Springdale city, AR -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofst.augustinebeach6245,us:place:1262525,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/st-augustine-beach-fl-2026-08-03-regular-commission-meeting-august-3rd-2026; owner title ""City of St. Augustine Beach"""
www.youtube.com,channel=@cityofst.jamesminnesota9911,us:place:2757040,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/st-james-mn-2026-08-18-council-meeting-8-18-2026; owner title ""City of St. James, Minnesota"""
www.youtube.com,channel=@cityofstarkville960,us:place:2870240,fallback,wo188_youtube_recheck,"Starkville city, MS -- own-channel per WO-175 About-page check (title 'City of Starkville'); WO-188 recheck confirmed the channel still resolves and ingested a video from it"
www.youtube.com,channel=@cityofstatesville,us:place:3764740,fallback,wo171_localview,"Statesville city, NC -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofstayton,us:place:4170200,fallback,wo171_localview,"Stayton city, OR -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofstewartville7472,us:place:2762806,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/stewartville-mn-2026-08-26-stewartville-city-council-meeting-august-25-2026; owner title ""City of Stewartville"""
www.youtube.com,channel=@cityoftahlequah,us:place:4072100,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-tahlequah-ok-2024-04-04-city-of-tahlequah-city-council-meeting-1-apr-202; owner title ""City of Tahlequah"""
www.youtube.com,channel=@cityoftampameetings,us:place:1271000,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-tampa-city-council-meeting-transcript; owner title ""City Of Tampa Meetings"""
www.youtube.com,channel=@cityoftehachapi8201,us:place:0678092,fallback,wo171_localview,"Tehachapi city, CA -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityoftempleterrace,us:place:1271400,fallback,wo171_localview,"Temple Terrace city, FL -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityoftexascity910,us:place:4872392,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-texas-city-tx-2026-08-07-budget-workshop-august-5-2026; owner title ""City of Texas City"""
www.youtube.com,channel=@cityoftiptoniowa7244,us:place:1978285,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-tipton-ia-2026-08-20-city-of-tipton-iowa-08-17-2026-council-meeting; owner title ""City of Tipton, Iowa"""
www.youtube.com,channel=@cityoftomball7270,us:place:4873316,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/tomball-texas-meetings-2026-08-18-joint-city-council-tedc-meeting-august-17-2026; owner title ""City Of Tomball"""
www.youtube.com,channel=@cityoftorrington3705,us:place:0976500,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/torrington-ct-2026-08-28-august-27-2026-architectural-review-committee; owner title ""City of Torrington"""
www.youtube.com,channel=@cityoftroup,us:place:4873724,fallback,wo171_localview,"Troup city, TX -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofuniversityheights8977,us:place:3978932,fallback,wo171_localview,"University Heights city, OH -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofuvalde6851,us:place:4874588,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-uvalde-tx-2025-09-09-regular-council-sep-09-2025; owner title ""City of Uvalde"""
www.youtube.com,channel=@cityofvanburenarkansas8027,us:place:0571480,fallback,wo171_localview,"Van Buren city, AR -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofvictorville2463,us:place:0682590,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-victorville-ca-2026-04-21-city-council-regular-meeting-of-april-21st-202; owner title ""City of Victorville"""
www.youtube.com,channel=@cityofwarrensburggovernmen2530,us:place:2977092,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/warrensburg-mo-2026-05-12-warrensburg-city-council-meeting-may-11-2026; owner title ""City of Warrensburg Government"""
www.youtube.com,channel=@cityofwarrenville9520,us:place:1778929,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/warrenville-il-2026-08-18-august-17-2026-city-council-regular-meeting; owner title ""City of Warrenville"""
www.youtube.com,channel=@cityofwasilla3307,us:place:0283080,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-wasilla-ak-2025-11-24-city-council-regular-24-nov-2025; owner title ""City of Wasilla"""
www.youtube.com,channel=@cityofwayne5850,us:place:2684940,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-wayne-mi-2026-08-25-august-25-2026-city-of-wayne-study-session; owner title ""City of Wayne"""
www.youtube.com,channel=@cityofwebstercity1945,us:place:1983145,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/webster-city-ia-2026-08-07-city-of-webster-city-city-council-meeting-august-3-20; owner title ""City of Webster City"""
www.youtube.com,channel=@cityofwestfargo8572,us:place:3884780,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/west-fargo-nd-2021-09-07-west-fargo-city-commission-meeting-9-7-2021; owner title ""City of West Fargo"""
www.youtube.com,channel=@cityofwestlandwlnd,us:place:2686000,fallback,wo171_localview,"Westland city, MI -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
